Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
201041634,E26,20044184,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:41:48 PM,04/13/2020 01:42:47 PM,04/13/2020 01:43:04 PM,04/13/2020 01:44:04 PM,04/13/2020 01:45:23 PM,,,Code 2 Transport,04/13/2020 01:57:22 PM,200 Block of ADDISON ST,San Francisco,94131,B06,26,8122,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,8,Glen Park,"(37.737821813482434, -122.43239831371135)",201041634-E26
201041634,AM104,20044184,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:41:48 PM,04/13/2020 01:42:47 PM,04/13/2020 01:43:04 PM,04/13/2020 01:43:45 PM,04/13/2020 01:54:47 PM,04/13/2020 02:04:44 PM,04/13/2020 02:25:31 PM,Code 2 Transport,04/13/2020 03:05:18 PM,200 Block of ADDISON ST,San Francisco,94131,B06,26,8122,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,8,Glen Park,"(37.737821813482434, -122.43239831371135)",201041634-AM104
201041626,RC5,20044183,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:39:21 PM,04/13/2020 01:39:54 PM,04/13/2020 02:25:03 PM,04/13/2020 02:27:48 PM,04/13/2020 02:40:35 PM,,,Code 2 Transport,04/13/2020 02:58:48 PM,1800 Block of GENEVA AVE,San Francisco,94134,B09,43,6245,3,3,3,true,Non Life-threatening,1,RESCUE CAPTAIN,3,9,10,Visitacion Valley,"(37.70971396158769, -122.42391508881941)",201041626-RC5
201041626,E43,20044183,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:39:21 PM,04/13/2020 01:39:54 PM,04/13/2020 01:40:16 PM,04/13/2020 01:41:22 PM,04/13/2020 01:45:05 PM,,,Code 2 Transport,04/13/2020 02:01:24 PM,1800 Block of GENEVA AVE,San Francisco,94134,B09,43,6245,3,3,3,true,Non Life-threatening,1,ENGINE,1,9,10,Visitacion Valley,"(37.70971396158769, -122.42391508881941)",201041626-E43
201041626,84,20044183,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:39:21 PM,04/13/2020 01:39:54 PM,04/13/2020 01:40:16 PM,04/13/2020 01:40:22 PM,04/13/2020 01:46:52 PM,04/13/2020 02:19:30 PM,04/13/2020 02:38:31 PM,Code 2 Transport,04/13/2020 02:58:54 PM,1800 Block of GENEVA AVE,San Francisco,94134,B09,43,6245,3,3,3,true,Non Life-threatening,1,MEDIC,2,9,10,Visitacion Valley,"(37.70971396158769, -122.42391508881941)",201041626-84
201041620,E17,20044182,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:36:08 PM,04/13/2020 01:37:43 PM,04/13/2020 01:38:03 PM,04/13/2020 01:39:18 PM,04/13/2020 01:42:14 PM,,,Code 2 Transport,04/13/2020 01:50:08 PM,4900 Block of 3RD ST,San Francisco,94124,B10,17,6514,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.73364950441232, -122.39123807766843)",201041620-E17
201041620,72,20044182,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:36:08 PM,04/13/2020 01:37:43 PM,04/13/2020 01:38:03 PM,04/13/2020 01:38:11 PM,04/13/2020 01:44:00 PM,04/13/2020 02:05:18 PM,04/13/2020 02:16:22 PM,Code 2 Transport,04/13/2020 02:55:19 PM,4900 Block of 3RD ST,San Francisco,94124,B10,17,6514,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.73364950441232, -122.39123807766843)",201041620-72
201041618,AM112,20044181,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:33:18 PM,04/13/2020 01:37:09 PM,04/13/2020 01:37:20 PM,04/13/2020 01:40:26 PM,04/13/2020 01:47:15 PM,,,Against Medical Advice,04/13/2020 02:56:10 PM,500 Block of EDDY ST,San Francisco,94102,B02,03,1643,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.783359002692066, -122.41669494404806)",201041618-AM112
201041597,AM108,20044180,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:27:09 PM,04/13/2020 01:28:39 PM,04/13/2020 01:28:59 PM,04/13/2020 01:29:28 PM,04/13/2020 02:09:06 PM,,,Patient Declined Transport,04/13/2020 02:42:31 PM,200 Block of HYDE ST,San Francisco,94102,B02,03,1554,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.78304161071654, -122.41585653332648)",201041597-AM108
201041590,QRV2,20044179,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:25:44 PM,04/13/2020 01:27:38 PM,04/13/2020 01:28:10 PM,04/13/2020 01:28:35 PM,04/13/2020 01:32:30 PM,,,Code 2 Transport,04/13/2020 01:44:42 PM,600 Block of LARKIN ST,San Francisco,94109,B02,03,1643,3,3,3,true,Non Life-threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78401492325542, -122.4175942477062)",201041590-QRV2
201041590,93,20044179,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:25:44 PM,04/13/2020 01:27:38 PM,04/13/2020 01:28:10 PM,04/13/2020 01:28:15 PM,04/13/2020 01:32:42 PM,04/13/2020 01:48:05 PM,04/13/2020 01:51:14 PM,Code 2 Transport,04/13/2020 02:41:35 PM,600 Block of LARKIN ST,San Francisco,94109,B02,03,1643,3,3,3,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,"(37.78401492325542, -122.4175942477062)",201041590-93
201041582,78,20044178,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:24:45 PM,04/13/2020 01:24:45 PM,04/13/2020 01:25:35 PM,04/13/2020 01:25:42 PM,04/13/2020 01:41:09 PM,04/13/2020 01:54:17 PM,04/13/2020 02:02:43 PM,Code 2 Transport,04/13/2020 02:56:37 PM,200 Block of 8TH ST,San Francisco,94103,B02,01,2322,A,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7755723103887, -122.41088910801481)",201041582-78
201041548,E25,20044177,Citizen Assist / Service Call,04/13/2020,04/13/2020,04/13/2020 01:08:32 PM,04/13/2020 01:09:32 PM,04/13/2020 01:10:06 PM,04/13/2020 01:14:42 PM,04/13/2020 01:14:42 PM,,,Fire,04/13/2020 01:32:31 PM,900 Block of FAIRFAX AV,San Francisco,94124,B10,25,6556,3,3,3,false,Alarm,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.73535382101913, -122.38038226647107)",201041548-E25
201041544,E08,20044176,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:06:36 PM,04/13/2020 01:07:17 PM,04/13/2020 01:07:35 PM,04/13/2020 01:08:40 PM,04/13/2020 01:10:43 PM,,,Code 2 Transport,04/13/2020 01:29:22 PM,300 Block of KING ST,San Francisco,94158,B03,08,2236,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Mission Bay,"(37.77533039283322, -122.3949996377912)",201041544-E08
201041544,83,20044176,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:06:36 PM,04/13/2020 01:07:17 PM,04/13/2020 01:07:35 PM,04/13/2020 01:07:59 PM,04/13/2020 01:31:49 PM,04/13/2020 01:44:00 PM,04/13/2020 02:01:05 PM,Code 2 Transport,04/13/2020 02:39:38 PM,300 Block of KING ST,San Francisco,94158,B03,08,2236,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Mission Bay,"(37.77533039283322, -122.3949996377912)",201041544-83
201041520,KM06,20044174,Medical Incident,04/13/2020,04/13/2020,04/13/2020 12:57:46 PM,04/13/2020 12:59:26 PM,04/13/2020 12:59:39 PM,04/13/2020 01:00:25 PM,04/13/2020 01:04:53 PM,04/13/2020 01:21:00 PM,04/13/2020 01:40:41 PM,Code 2 Transport,04/13/2020 02:10:39 PM,MARINA BL/FILLMORE ST,San Francisco,94123,B04,16,3561,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,2,Marina,"(37.806401779939854, -122.43746129375194)",201041520-KM06
201041520,E16,20044174,Medical Incident,04/13/2020,04/13/2020,04/13/2020 12:57:46 PM,04/13/2020 12:59:26 PM,04/13/2020 12:59:39 PM,04/13/2020 01:00:43 PM,04/13/2020 01:03:23 PM,,,Code 2 Transport,04/13/2020 01:05:39 PM,MARINA BL/FILLMORE ST,San Francisco,94123,B04,16,3561,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,"(37.806401779939854, -122.43746129375194)",201041520-E16
201041517,E03,20044173,Outside Fire,04/13/2020,04/13/2020,04/13/2020 12:52:40 PM,04/13/2020 12:58:26 PM,04/13/2020 12:58:40 PM,04/13/2020 01:00:09 PM,,,,Fire,04/13/2020 01:04:41 PM,HEMLOCK ST/VAN NESS AV,San Francisco,94109,B04,03,3121,3,3,3,true,Fire,1,ENGINE,1,4,3,Nob Hill,"(37.787087250588414, -122.4215597168056)",201041517-E03
201040240,T19,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:54:50 AM,,,,Fire,04/13/2020 04:15:15 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,TRUCK,3,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-T19
201040240,T15,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,,,,,Fire,04/13/2020 03:55:58 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,TRUCK,8,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-T15
201040240,RS2,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:55:01 AM,,,,Fire,04/13/2020 03:55:58 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,RESCUE SQUAD,7,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-RS2
201040240,E33,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:54:35 AM,,,,Fire,04/13/2020 03:55:44 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,ENGINE,9,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-E33
201040240,E19,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:54:35 AM,04/13/2020 03:56:27 AM,,,Fire,04/13/2020 05:15:09 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,true,Fire,1,ENGINE,1,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-E19
201040240,E15,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,,,,,Fire,04/13/2020 03:55:58 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,true,Fire,1,ENGINE,6,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-E15
201040240,D3,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:55:05 AM,,,,Fire,04/13/2020 03:55:58 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,CHIEF,5,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-D3
201040240,B09,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:55:18 AM,04/13/2020 04:02:34 AM,,,Fire,04/13/2020 04:57:47 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,CHIEF,2,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-B09
201040240,B08,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:54:51 AM,,,,Fire,04/13/2020 03:55:43 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,false,Fire,1,CHIEF,10,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-B08
201040240,72,20044030,Structure Fire,04/13/2020,04/12/2020,04/13/2020 03:50:05 AM,04/13/2020 03:52:21 AM,04/13/2020 03:53:13 AM,04/13/2020 03:53:23 AM,,,,Fire,04/13/2020 04:02:16 AM,0 Block of BUCARELI DR,San Francisco,94132,B08,19,8482,3,3,3,true,Fire,1,MEDIC,4,8,7,Lakeshore,"(37.71738215740902, -122.47928036969691)",201040240-72
201040236,70,20044029,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:43:22 AM,04/13/2020 03:49:16 AM,04/13/2020 03:49:31 AM,04/13/2020 03:49:37 AM,04/13/2020 04:04:06 AM,04/13/2020 04:46:58 AM,04/13/2020 05:00:55 AM,Code 2 Transport,04/13/2020 05:29:00 AM,0 Block of MORSE ST,San Francisco,94112,B09,43,6224,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Excelsior,"(37.71323645321357, -122.43828734701067)",201040236-70
201040233,E44,20044028,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:41:51 AM,04/13/2020 03:44:02 AM,04/13/2020 03:44:23 AM,04/13/2020 03:47:03 AM,04/13/2020 03:49:16 AM,,,Code 2 Transport,04/13/2020 03:58:41 AM,0 Block of TIOGA AVE,San Francisco,94134,B10,44,6316,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,10,Visitacion Valley,"(37.71614902183453, -122.4040426916853)",201040233-E44
201040233,76,20044028,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:41:51 AM,04/13/2020 03:44:02 AM,04/13/2020 03:44:23 AM,04/13/2020 03:45:31 AM,04/13/2020 03:51:57 AM,04/13/2020 04:05:35 AM,04/13/2020 04:14:15 AM,Code 2 Transport,04/13/2020 04:44:22 AM,0 Block of TIOGA AVE,San Francisco,94134,B10,44,6316,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,10,Visitacion Valley,"(37.71614902183453, -122.4040426916853)",201040233-76
201040228,E12,20044027,Outside Fire,04/13/2020,04/12/2020,04/13/2020 03:40:06 AM,04/13/2020 03:42:06 AM,04/13/2020 03:42:27 AM,04/13/2020 03:45:01 AM,04/13/2020 03:46:47 AM,,,Fire,04/13/2020 04:01:05 AM,FREDERICK ST/WILLARD ST,San Francisco,94122,B05,12,4551,3,3,3,true,Fire,1,ENGINE,1,5,5,Golden Gate Park,"(37.7661654704852, -122.4545929221836)",201040228-E12
201040221,KM03,20044026,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:24:51 AM,04/13/2020 03:24:51 AM,04/13/2020 03:25:33 AM,04/13/2020 03:25:57 AM,04/13/2020 03:41:55 AM,,,SFPD,04/13/2020 03:59:35 AM,2300 Block of 24TH AVE,San Francisco,94116,B08,40,7471,A,2,2,false,Non Life-threatening,1,PRIVATE,1,8,4,Sunset/Parkside,"(37.7437447222589, -122.48118443441307)",201040221-KM03
201040215,73,20044025,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:09:24 AM,04/13/2020 03:11:43 AM,04/13/2020 03:12:42 AM,04/13/2020 03:12:49 AM,04/13/2020 03:26:30 AM,04/13/2020 03:43:17 AM,04/13/2020 04:01:51 AM,Code 2 Transport,04/13/2020 04:29:58 AM,1600 Block of 46TH AVE,San Francisco,94122,B08,23,7661,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.75576519400304, -122.50553088779316)",201040215-73
201040213,E02,20044024,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:06:44 AM,04/13/2020 03:07:37 AM,04/13/2020 03:07:49 AM,04/13/2020 03:09:59 AM,04/13/2020 03:13:06 AM,,,Code 2 Transport,04/13/2020 03:32:00 AM,100 Block of FRANCISCO ST,San Francisco,94133,B01,28,1255,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,"(37.80547380678721, -122.40757012718115)",201040213-E02
201040213,AM122,20044024,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:06:44 AM,04/13/2020 03:07:37 AM,04/13/2020 03:07:49 AM,04/13/2020 03:08:23 AM,04/13/2020 03:13:32 AM,04/13/2020 03:46:59 AM,04/13/2020 04:06:39 AM,Code 2 Transport,04/13/2020 04:41:02 AM,100 Block of FRANCISCO ST,San Francisco,94133,B01,28,1255,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,North Beach,"(37.80547380678721, -122.40757012718115)",201040213-AM122
201040211,RC1,20044023,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:04:02 AM,04/13/2020 03:04:02 AM,04/13/2020 03:05:45 AM,04/13/2020 03:07:45 AM,,,,Code 2 Transport,04/13/2020 03:09:29 AM,515-525 JONES ST,San Francisco,94102,B01,03,1462,A,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,1,6,Tenderloin,"(37.78625990434931, -122.41313571574284)",201040211-RC1
201040211,E03,20044023,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:04:02 AM,04/13/2020 03:04:02 AM,04/13/2020 03:04:30 AM,04/13/2020 03:05:29 AM,04/13/2020 03:07:04 AM,,,Code 2 Transport,04/13/2020 03:14:15 AM,515-525 JONES ST,San Francisco,94102,B01,03,1462,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,6,Tenderloin,"(37.78625990434931, -122.41313571574284)",201040211-E03
201040211,95,20044023,Medical Incident,04/13/2020,04/12/2020,04/13/2020 03:04:02 AM,04/13/2020 03:04:02 AM,04/13/2020 03:04:30 AM,04/13/2020 03:05:22 AM,04/13/2020 03:07:57 AM,04/13/2020 03:18:58 AM,04/13/2020 03:35:51 AM,Code 2 Transport,04/13/2020 03:59:13 AM,515-525 JONES ST,San Francisco,94102,B01,03,1462,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,6,Tenderloin,"(37.78625990434931, -122.41313571574284)",201040211-95
201040204,84,20044021,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:56:45 AM,04/13/2020 02:58:54 AM,04/13/2020 02:59:11 AM,04/13/2020 02:59:21 AM,04/13/2020 03:17:59 AM,04/13/2020 03:23:41 AM,04/13/2020 03:23:43 AM,Code 2 Transport,04/13/2020 04:01:26 AM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78439649309243, -122.41690045984953)",201040204-84
201040202,E28,20044020,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:53:14 AM,04/13/2020 02:56:03 AM,04/13/2020 02:56:13 AM,04/13/2020 02:59:07 AM,04/13/2020 03:01:45 AM,,,Code 2 Transport,04/13/2020 03:15:34 AM,400 Block of BEACH ST,San Francisco,94133,B01,28,1521,3,3,3,true,Non Life-threatening,1,ENGINE,1,1,3,North Beach,"(37.80711992362169, -122.41642787206773)",201040202-E28
201040202,AM120,20044020,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:53:14 AM,04/13/2020 02:56:03 AM,04/13/2020 02:56:13 AM,04/13/2020 02:58:24 AM,04/13/2020 03:12:15 AM,04/13/2020 03:19:19 AM,04/13/2020 03:32:16 AM,Code 2 Transport,04/13/2020 04:12:28 AM,400 Block of BEACH ST,San Francisco,94133,B01,28,1521,3,3,3,false,Non Life-threatening,1,PRIVATE,2,1,3,North Beach,"(37.80711992362169, -122.41642787206773)",201040202-AM120
201040196,T03,20044019,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:45:58 AM,04/13/2020 02:45:58 AM,04/13/2020 02:47:00 AM,,,,,No Merit,04/13/2020 02:48:43 AM,300 Block of EDDY ST,San Francisco,94102,B02,03,1540,C,3,3,false,Potentially Life-Threatening,1,TRUCK,4,2,6,Tenderloin,"(37.783834437414136, -122.4129305220591)",201040196-T03
201040196,E41,20044019,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:45:58 AM,04/13/2020 02:45:58 AM,04/13/2020 02:47:00 AM,04/13/2020 02:48:02 AM,,,,No Merit,04/13/2020 02:49:26 AM,300 Block of EDDY ST,San Francisco,94102,B02,03,1540,C,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,"(37.783834437414136, -122.4129305220591)",201040196-E41
201040196,E03,20044019,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:45:58 AM,04/13/2020 02:45:58 AM,04/13/2020 02:48:24 AM,04/13/2020 02:48:24 AM,04/13/2020 02:50:51 AM,,,No Merit,04/13/2020 02:57:23 AM,300 Block of EDDY ST,San Francisco,94102,B02,03,1540,C,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.783834437414136, -122.4129305220591)",201040196-E03
201040196,76,20044019,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:45:58 AM,04/13/2020 02:45:58 AM,04/13/2020 02:47:00 AM,04/13/2020 02:47:18 AM,04/13/2020 02:55:07 AM,,,No Merit,04/13/2020 02:59:47 AM,300 Block of EDDY ST,San Francisco,94102,B02,03,1540,C,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.783834437414136, -122.4129305220591)",201040196-76
201040194,E18,20044018,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:43:25 AM,04/13/2020 02:44:27 AM,04/13/2020 02:45:25 AM,04/13/2020 02:47:00 AM,04/13/2020 02:49:13 AM,,,Code 2 Transport,04/13/2020 03:04:15 AM,2300 Block of 34TH AV,San Francisco,94116,B08,18,7555,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.743273143295035, -122.49190337485349)",201040194-E18
201040194,50,20044018,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:43:25 AM,04/13/2020 02:44:27 AM,04/13/2020 02:45:25 AM,04/13/2020 02:46:56 AM,04/13/2020 02:57:11 AM,04/13/2020 03:13:37 AM,04/13/2020 03:29:06 AM,Code 2 Transport,04/13/2020 04:20:46 AM,2300 Block of 34TH AV,San Francisco,94116,B08,18,7555,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.743273143295035, -122.49190337485349)",201040194-50
201040191,E23,20044017,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:41:58 AM,04/13/2020 02:43:05 AM,04/13/2020 02:43:16 AM,04/13/2020 02:44:59 AM,04/13/2020 02:47:37 AM,,,Code 2 Transport,04/13/2020 02:57:31 AM,JUDAH ST/LA PLAYA,San Francisco,94122,B08,23,7723,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.760282323225724, -122.5091412208673)",201040191-E23
201040191,68,20044017,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:41:58 AM,04/13/2020 02:43:05 AM,04/13/2020 02:43:16 AM,04/13/2020 02:43:23 AM,04/13/2020 02:50:15 AM,04/13/2020 03:17:48 AM,04/13/2020 03:39:47 AM,Code 2 Transport,04/13/2020 04:14:27 AM,JUDAH ST/LA PLAYA,San Francisco,94122,B08,23,7723,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.760282323225724, -122.5091412208673)",201040191-68
201040183,E01,20044016,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:36:06 AM,04/13/2020 02:37:32 AM,04/13/2020 02:37:59 AM,04/13/2020 02:38:31 AM,04/13/2020 02:40:52 AM,,,Code 2 Transport,04/13/2020 02:54:05 AM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,01,1454,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7820730668609, -122.41222073685391)",201040183-E01
201040183,74,20044016,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:36:06 AM,04/13/2020 02:37:32 AM,04/13/2020 02:37:59 AM,04/13/2020 02:38:05 AM,04/13/2020 02:43:41 AM,04/13/2020 02:49:57 AM,04/13/2020 03:12:27 AM,Code 2 Transport,04/13/2020 04:02:33 AM,GOLDEN GATE AV/JONES ST,San Francisco,94102,B03,01,1454,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7820730668609, -122.41222073685391)",201040183-74
201040181,KM07,20044015,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:35:45 AM,04/13/2020 02:35:45 AM,04/13/2020 02:36:06 AM,04/13/2020 02:36:31 AM,04/13/2020 02:42:34 AM,04/13/2020 02:53:36 AM,04/13/2020 03:13:01 AM,Code 2 Transport,04/13/2020 03:45:53 AM,700 Block of 4TH ST,San Francisco,94107,B03,08,2224,C,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,Mission Bay,"(37.77667244903114, -122.39455737062357)",201040181-KM07
201040180,E13,20044014,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:31:18 AM,04/13/2020 02:32:46 AM,04/13/2020 02:32:58 AM,04/13/2020 02:34:45 AM,,,,Against Medical Advice,04/13/2020 02:37:29 AM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,3,2,2,true,Non Life-threatening,1,ENGINE,2,1,3,Financial District/South Beach,"(37.79411690579413, -122.39655642617309)",201040180-E13
201040180,AM122,20044014,Medical Incident,04/13/2020,04/12/2020,04/13/2020 02:31:18 AM,04/13/2020 02:32:46 AM,04/13/2020 02:32:58 AM,04/13/2020 02:33:27 AM,04/13/2020 02:36:27 AM,,,Against Medical Advice,04/13/2020 03:00:12 AM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,3,2,2,false,Non Life-threatening,1,PRIVATE,1,1,3,Financial District/South Beach,"(37.79411690579413, -122.39655642617309)",201040180-AM122
201040177,E03,20044013,Outside Fire,04/13/2020,04/12/2020,04/13/2020 02:29:09 AM,04/13/2020 02:30:05 AM,04/13/2020 02:30:09 AM,04/13/2020 02:31:06 AM,04/13/2020 02:32:57 AM,,,Fire,04/13/2020 02:38:24 AM,POLK ST/EDDY ST,San Francisco,94109,B02,03,3114,3,3,3,true,Fire,1,ENGINE,1,2,6,Tenderloin,"(37.78310139927685, -122.4191817050345)",201040177-E03
201040175,T13,20044012,Other,04/13/2020,04/12/2020,04/13/2020 02:28:26 AM,04/13/2020 02:28:26 AM,04/13/2020 02:29:11 AM,04/13/2020 02:30:52 AM,04/13/2020 02:36:52 AM,,,Fire,04/13/2020 02:47:30 AM,KEARNY ST/COLUMBUS AV,San Francisco,94133,B01,13,1246,A,3,3,false,Alarm,1,TRUCK,1,1,3,Chinatown,"(37.79690905754541, -122.40528839932641)",201040175-T13
